geometry,bus,highway,name,public_transport,ref,name:ta,bench,check_date:shelter,lit,operator:wikidata,operator:wikipedia,route_ref,shelter,wheelchair,name:en,bin,tactile_paving,local_ref,operator,note,fixme,kerb,kerb:approach_aid,passenger_information_display,description,name:signed,addr:city,addr:postcode,addr:street,organic,shop,website,panoramax,disused,departures_board,loc_name,network,network:short,network:wikidata,network:wikipedia,designation,source,building,public_transport:version,alt_name,wikidata,wikipedia,addr:country,covered,sign,type,alt_name:en,access,amenity,fee
POINT (80.2594187 12.9873013),yes,bus_stop,Thiruvanmiyur Moffusil bus stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2593497 13.0148091),yes,bus_stop,Sathya Studio,platform,mtcstop#1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2093905 13.0080754),yes,bus_stop,Guindy,stop_position,,கிண்டி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2796983 13.0505637),yes,bus_stop,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2210664 12.975951),yes,bus_stop,Velachery Vijayanagar Bus Terminus,platform,,,yes,2026-04-11,yes,Q6825287,en:Metropolitan Transport Corporation (Chennai),51;D51ET;D70;D70CT;M70;V51,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.183263 12.9754924),yes,bus_stop,Hindu Colony,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1888463 12.9830658),yes,bus_stop,Chidambaram Stores,platform,,,,,,,,152N;154B;21G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.200193 12.9946395),yes,bus_stop,பரங்கிமலை ரயில் நிலையம்,platform,,பரங்கிமலை ரயில் நிலையம்,,,,,,,,,St. Thomas Mount Railway Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2133106 13.0081325),yes,bus_stop,Guindy Station,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2500396 13.0389089),yes,bus_stop,Eldams Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2559271 13.0380814),yes,bus_stop,Alwarpet,platform,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2552101 13.036222),yes,bus_stop,ஆழ்வார் பேட்டை,platform,,ஆழ்வார் பேட்டை,,,,,,,,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2588492 13.0387535),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2476472 13.0414948),yes,bus_stop,Vanavil,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2468797 13.0379526),yes,bus_stop,SIET,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2538704 13.0479032),yes,bus_stop,Stella Maris,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2566441 13.0458825),yes,bus_stop,Chola Sheraton,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2605344 13.0464693),yes,bus_stop,Music Academy,platform,,மியூசிக் அகாடமி,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2571309 13.0351077),yes,bus_stop,ஆழ்வார் பேட்டை,platform,,ஆழ்வார் பேட்டை,yes,,,,,,yes,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2529435 13.0332207),yes,bus_stop,TTK Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2474418 13.0355237),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2767558 13.081757),yes,bus_stop,General Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2718576 13.0812612),yes,bus_stop,Ripon Building,platform,,ரிப்பன் கட்டிடம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2378848 13.0298352),yes,bus_stop,Nandanam YMCA,platform,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2246585 13.0195637),yes,bus_stop,சைதாப்பேட்டை பாலம்,platform,,சைதாப்பேட்டை பாலம்,,,,,,,,,Saidapet Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2541619 13.0292235),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2598201 13.0293892),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2492676 13.0290452),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2618156 13.0737672),yes,bus_stop,Commissioner Office,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2625412 13.0726877),yes,bus_stop,Egmore Court,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2636552 13.0783875),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2505226 13.035344),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2623857 13.0779219),yes,bus_stop,Egmore Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2037268 12.9656695),yes,bus_stop,Sadasiva Nagar,platform,,சதாசிவ நகர்,no,,,,,M1,no,yes,,,,Sadasiva Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2242262 13.0192595),yes,bus_stop,சைதாப்பேட்டை பாலம்,platform,,சைதாப்பேட்டை பாலம்,,,,,,,,,Saidapet Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2470139 13.0405526),yes,bus_stop,Vanavil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2463991 13.0373003),yes,bus_stop,SIET,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2482982 13.0467908),yes,bus_stop,DMS,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1956168 12.9816928),yes,bus_stop,Vanuvampet,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1856076 12.9880075),yes,bus_stop,Pazhavanthangal Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2738035 13.0702882),yes,bus_stop,Simson,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2736995 13.0706454),yes,bus_stop,P.Orr & Sons,platform,,,,,,,,,,,,,,,,Named after watch store commissioned by watchmaker Peter Orr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2685713 13.0671092),yes,bus_stop,Dams Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2636986 13.0627904),yes,bus_stop,LIC,platform,,,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2597052 13.0592286),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,yes,,,,,,yes,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259461 13.0593116),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,yes,,,,,,yes,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2446808 13.0627272),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2493071 13.055035),yes,bus_stop,ஜெமினி,platform,,,,,,,,,,,Gemini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2407247 13.0068649),yes,bus_stop,IIT/CLRI,platform,,,yes,,no,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1863409 12.9699902),yes,bus_stop,மூவரசம்பேட்டை,platform,,மூவரசம்பேட்டை,,,,,,,,yes,Moovarasampettai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1964403 12.9647635),yes,bus_stop,Ponniamman Koil,platform,,,no,,no,,,M1,no,,,,no,,,,,raised,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2003039 12.9654812),yes,bus_stop,Balaiah Garden,platform,,,no,,no,,,M1;V51;45A;17D,no,,,,no,,,,,raised,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2153047 12.9636419),yes,bus_stop,Kaiveli,platform,,,yes,,,,,V51;M1,yes,limited,,,,,,,,,,,"Stop for V51 (T-Nagar - West Tambaram), V51cut service (Velachery - Tambaram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2685481 13.0445134),yes,bus_stop,Yellow Pages,stop_position,mtcstop#0626,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2493803 13.0068437),yes,bus_stop,Gandhinagar,,,காந்தி நகர்,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2663311 13.0473146),yes,bus_stop,Ajanta,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2549392 13.0565054),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2199873 12.9909681),yes,bus_stop,Guru Nanak College,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1829783 12.9796394),yes,bus_stop,Vetrivel Theatre,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2624567 12.9963185),yes,bus_stop,Vannanthurai,platform,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2637555 13.0523172),yes,bus_stop,Royapettah High Road Police Station,platform,mtcstop#0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2883666 13.0803743),,bus_stop,Secretariat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2576831 13.0520086),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2705663 13.0672558),yes,bus_stop,Shanti Theatre,platform,mtcstop#0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2564362 13.0565217),yes,bus_stop,Thousand Lights,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2558808 12.9885068),yes,bus_stop,Jayanti,stop_position,,ஜெயந்தி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.255959 12.9883987),yes,bus_stop,Jayanti,stop_position,,ஜெயந்தி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2596367 12.9853009),yes,bus_stop,Marudeeswarar Temple,stop_position,mtcstop#1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2597253 12.9858076),yes,bus_stop,Thiruvanmiyur ECR Moffusil Bus stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.255043 13.0677732),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2475374 13.0061894),yes,bus_stop,Madhya Kailash,platform,,,no,,no,,,,no,,,no,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2416004 13.0065151),yes,bus_stop,IIT/CLRI,platform,,,no,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2385165 12.9865619),yes,bus_stop,,,,,yes,,yes,,,,yes,,,yes,,,IIT-M,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.229819 12.9885153),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2332146 12.9867147),yes,bus_stop,Taramani Guest House,platform,,,yes,,no,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2353872 12.9865599),yes,bus_stop,,,,,yes,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2683767 13.0439822),yes,bus_stop,,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2632997 13.0448129),yes,bus_stop,New Woodlands Hotel,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2678 12.9960126),yes,bus_stop,Spencers,platform,,,yes,,,,,,yes,,,yes,,,,,,,,,,,Chennai,600090,2nd Avenue,yes,supermarket,https://www.spencers.in/,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2592709 13.0110148),yes,bus_stop,Banyan Tree,platform,,,,,,,,29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2587288 13.0078478),yes,bus_stop,Malar Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2588399 13.0386195),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2434529 13.0635006),yes,bus_stop,Sterling Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.256558 13.0462093),yes,bus_stop,Chola Sheraton,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2618805 13.0775116),yes,bus_stop,Egmore Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2804835 13.049045),yes,bus_stop,Ice House stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2687218 13.0665178),yes,bus_stop,LIC,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2817387 13.0563899),yes,bus_stop,Kannagi Statue,platform,,கண்ணகி சிலை,yes,,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2820086 13.0567968),yes,bus_stop,Kannagi Statue,platform,,கண்ணகி சிலை,yes,,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2476713 13.0594652),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2480638 13.0594687),yes,bus_stop,Taj Hotel,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2699092 13.0207736),yes,bus_stop,MRC Nagar,,,,,,,,,,,,MRC Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2487062 13.0470132),yes,bus_stop,DMS,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1892332 13.0166571),yes,bus_stop,Nandambakkam,platform,,நந்தம்பாக்கம்,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2265266 13.013981),yes,bus_stop,Saidapet Court,platform,,சைதாப்பேட்டை நீதிமன்றம்,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.253857 13.0672505),yes,bus_stop,DPI,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1542326 13.0354754),yes,bus_stop,போரூர்,,,,,,,,,,,,,,,,,,Verify location and name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1551858 13.0349841),yes,bus_stop,Porur Flyover,,,,,,,,,,,,,,,,,,Verify location and name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1637329 13.0322785),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,Duplicate of bus stop before this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1635994 13.0320596),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,Duplicate of bus stop before this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.168324 13.0294745),yes,bus_stop,Mugalivakkam,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1768338 13.0249393),yes,bus_stop,Moon lite,platform,,,,,,,,,,,,,,Moon lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1768125 13.0246916),yes,bus_stop,Moon lite,platform,,,,,,,,,,,,,,Moon lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3279081 13.2249322),yes,bus_stop,Thalankuppam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2984032 13.1587549),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3021668 13.1592829),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2516342 13.0513415),yes,bus_stop,Woodlands,platform,,உட்லண்ட்ஸ்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2518854 13.0514752),yes,bus_stop,Woodlands,platform,,உட்லண்ட்ஸ்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2547872 13.0799588),yes,bus_stop,Purasawalkam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.238274 13.0303695),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2437738 13.0295543),yes,bus_stop,,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2466823 13.0368739),yes,bus_stop,SIET,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1936767 13.0441881),yes,bus_stop,KK Nagar West MTC Terminus,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2854922 13.0852627),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,Location is likely wrong; Name is unset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2852522 13.0875965),yes,bus_stop,Law College,platform,,,,,,,,,,,,,,,,,Location is likely wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2881787 13.0885188),yes,bus_stop,உயர் நீதிமன்றம்,platform,,,,,,,,,,,High Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2119327 13.0470241),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.207122 13.0489528),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.206537 12.9947061),yes,bus_stop,NGO Colony,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.19718 13.0627931),,bus_stop,Chinmaya Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1972144 13.0631192),,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2006237 13.0692689),yes,bus_stop,Koyambedu Market,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2049305 13.068119),yes,bus_stop,CMBT,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2033552 12.9738315),yes,bus_stop,Puzhithivakkam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2041542 13.0574894),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2540873 13.0480237),yes,bus_stop,Stella Maris,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2670356 13.0368855),yes,bus_stop,Luz Corner,platform,,லஸ்,,,,,,,,,Luz Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.264641 13.037429),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2329094 13.0470929),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2330399 13.0477362),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2641778 13.0264512),yes,bus_stop,Mandaveli,platform,,,yes,,,,,,yes,limited,Mandaveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2651734 13.0251384),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2678513 13.0338433),yes,bus_stop,RK Mutt Road Mylapore Tank,platform,,,yes,,,,,,yes,limited,Mylapore Tank,yes,,,,,,,,,,,,,,,,,4524e165-606a-400f-8e43-cafcdee67e68,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2679245 13.0337179),yes,bus_stop,Mylapore Tank,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2665843 13.0369967),yes,bus_stop,Luz Corner,platform,,லஸ்,,,,,,,,,Luz Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1923804 13.0490005),yes,bus_stop,Virugambakkam,platform,,விருகம்பாக்கம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2635513 13.0397952),yes,bus_stop,Vivekananda College,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2704429 13.0352016),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2641983 13.0546862),yes,bus_stop,Royapettah Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.26443 13.0546528),yes,bus_stop,Royapettah Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2821764 13.0643489),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.28373 13.0656532),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2820391 13.0645078),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2837471 13.0645245),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2420245 13.0700162),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,Check relation membership and resolve duplicate;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421189 13.0704837),yes,bus_stop,Chetpet,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2677619 13.0375277),yes,bus_stop,Luz Corner,platform,,,,,,,,,,,Luz Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2675965 13.0378454),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
