geometry,bus,highway,name,public_transport,name:ta,bench,shelter,name:en,local_ref,operator,source,longitude,latitude
POINT (80.2594187 12.9873013),yes,bus_stop,Thiruvanmiyur Moffusil bus stop,stop_position,,,,,,,,80.2594187,12.9873013
POINT (80.2593497 13.0148091),yes,bus_stop,Sathya Studio,platform,,,,,,,,80.2593497,13.0148091
POINT (80.2093905 13.0080754),yes,bus_stop,Guindy,stop_position,கிண்டி,,,,,,,80.20939050000001,13.008075399999996
POINT (80.2796983 13.0505637),yes,bus_stop,Unknown,stop_position,,,,,,,,80.27969830000002,13.0505637
POINT (80.2210664 12.975951),yes,bus_stop,Velachery Vijayanagar Bus Terminus,platform,,yes,yes,,,,,80.22106640000001,12.975951
POINT (80.183263 12.9754924),yes,bus_stop,Hindu Colony,platform,,,,,,,,80.183263,12.975492399999998
POINT (80.1888463 12.9830658),yes,bus_stop,Chidambaram Stores,platform,,,,,,,,80.1888463,12.9830658
POINT (80.200193 12.9946395),yes,bus_stop,பரங்கிமலை ரயில் நிலையம்,platform,பரங்கிமலை ரயில் நிலையம்,,,St. Thomas Mount Railway Station,,,,80.200193,12.9946395
POINT (80.2133106 13.0081325),yes,bus_stop,Guindy Station,platform,,yes,yes,,,,,80.21331060000001,13.008132499999997
POINT (80.2500396 13.0389089),yes,bus_stop,Eldams Road,platform,,,,,,,,80.2500396,13.0389089
POINT (80.2559271 13.0380814),yes,bus_stop,Alwarpet,platform,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2559271,13.0380814
POINT (80.2552101 13.036222),yes,bus_stop,ஆழ்வார் பேட்டை,platform,ஆழ்வார் பேட்டை,,,Alwarpet,,,,80.2552101,13.036222
POINT (80.2588492 13.0387535),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2588492,13.0387535
POINT (80.2476472 13.0414948),yes,bus_stop,Vanavil,platform,,yes,yes,,,,,80.2476472,13.0414948
POINT (80.2468797 13.0379526),yes,bus_stop,SIET,platform,,,,,,,,80.2468797,13.0379526
POINT (80.2538704 13.0479032),yes,bus_stop,Stella Maris,platform,,,,,,,,80.2538704,13.047903199999997
POINT (80.2566441 13.0458825),yes,bus_stop,Chola Sheraton,platform,,,,,,,,80.2566441,13.0458825
POINT (80.2605344 13.0464693),yes,bus_stop,Music Academy,platform,மியூசிக் அகாடமி,,yes,,,,,80.2605344,13.0464693
POINT (80.2571309 13.0351077),yes,bus_stop,ஆழ்வார் பேட்டை,platform,ஆழ்வார் பேட்டை,yes,yes,Alwarpet,,,,80.2571309,13.035107699999996
POINT (80.2529435 13.0332207),yes,bus_stop,TTK Road,platform,,,,,,,,80.2529435,13.0332207
POINT (80.2474418 13.0355237),yes,bus_stop,Unknown,platform,,,,,,,,80.2474418,13.035523699999995
POINT (80.2767558 13.081757),yes,bus_stop,General Hospital,platform,,,,,,,,80.2767558,13.081756999999998
POINT (80.2718576 13.0812612),yes,bus_stop,Ripon Building,platform,ரிப்பன் கட்டிடம்,,,,,,,80.2718576,13.0812612
POINT (80.2378848 13.0298352),yes,bus_stop,Nandanam YMCA,platform,,no,no,,,,,80.2378848,13.029835200000004
POINT (80.2246585 13.0195637),yes,bus_stop,சைதாப்பேட்டை பாலம்,platform,சைதாப்பேட்டை பாலம்,,,Saidapet Bridge,,,,80.2246585,13.0195637
POINT (80.2541619 13.0292235),yes,bus_stop,Unknown,platform,,,,,,,,80.2541619,13.0292235
POINT (80.2598201 13.0293892),yes,bus_stop,Unknown,platform,,,,,,,,80.25982010000001,13.0293892
POINT (80.2492676 13.0290452),yes,bus_stop,Unknown,platform,,,,,,,,80.2492676,13.0290452
POINT (80.2618156 13.0737672),yes,bus_stop,Commissioner Office,platform,,yes,yes,,,,,80.2618156,13.0737672
POINT (80.2625412 13.0726877),yes,bus_stop,Egmore Court,platform,,,,,,,,80.2625412,13.0726877
POINT (80.2636552 13.0783875),yes,bus_stop,Unknown,platform,,,,,,,,80.2636552,13.0783875
POINT (80.2505226 13.035344),yes,bus_stop,Unknown,platform,,,,,,,,80.2505226,13.035344
POINT (80.2623857 13.0779219),yes,bus_stop,Egmore Station,platform,,,,,,,,80.2623857,13.077921899999998
POINT (80.2037268 12.9656695),yes,bus_stop,Sadasiva Nagar,platform,சதாசிவ நகர்,no,no,,Sadasiva Nagar,,,80.2037268,12.9656695
POINT (80.2242262 13.0192595),yes,bus_stop,சைதாப்பேட்டை பாலம்,platform,சைதாப்பேட்டை பாலம்,,,Saidapet Bridge,,,,80.22422620000002,13.0192595
POINT (80.2470139 13.0405526),yes,bus_stop,Vanavil,platform,,,,,,,,80.2470139,13.040552599999998
POINT (80.2463991 13.0373003),yes,bus_stop,SIET,platform,,,,,,,,80.2463991,13.037300300000002
POINT (80.2482982 13.0467908),yes,bus_stop,DMS,platform,,yes,yes,,,,,80.2482982,13.046790799999998
POINT (80.1956168 12.9816928),yes,bus_stop,Vanuvampet,platform,,,,,,,,80.1956168,12.9816928
POINT (80.1856076 12.9880075),yes,bus_stop,Pazhavanthangal Station,platform,,,,,,,,80.1856076,12.9880075
POINT (80.2738035 13.0702882),yes,bus_stop,Simson,platform,,,,,,MTC,,80.2738035,13.070288199999998
POINT (80.2736995 13.0706454),yes,bus_stop,P.Orr & Sons,platform,,,,,,,,80.2736995,13.0706454
POINT (80.2685713 13.0671092),yes,bus_stop,Dams Road,platform,,,,,,,,80.2685713,13.0671092
POINT (80.2636986 13.0627904),yes,bus_stop,LIC,platform,,,,,,,,80.2636986,13.0627904
POINT (80.2597052 13.0592286),yes,bus_stop,TVS,platform,டி.வி.எஸ்,yes,yes,,,,,80.2597052,13.059228599999996
POINT (80.259461 13.0593116),yes,bus_stop,TVS,platform,டி.வி.எஸ்,yes,yes,,,,,80.259461,13.059311599999996
POINT (80.2446808 13.0627272),yes,bus_stop,Unknown,platform,,,,,,,,80.2446808,13.062727199999998
POINT (80.2493071 13.055035),yes,bus_stop,ஜெமினி,platform,,,,Gemini,,,,80.2493071,13.055034999999997
POINT (80.2407247 13.0068649),yes,bus_stop,IIT/CLRI,platform,,yes,yes,,,,,80.2407247,13.0068649
POINT (80.1863409 12.9699902),yes,bus_stop,மூவரசம்பேட்டை,platform,மூவரசம்பேட்டை,,,Moovarasampettai,,,,80.1863409,12.969990199999998
POINT (80.1964403 12.9647635),yes,bus_stop,Ponniamman Koil,platform,,no,no,,,,,80.1964403,12.964763499999998
POINT (80.2003039 12.9654812),yes,bus_stop,Balaiah Garden,platform,,no,no,,,,,80.2003039,12.9654812
POINT (80.2153047 12.9636419),yes,bus_stop,Kaiveli,platform,,yes,yes,,,,,80.2153047,12.963641899999995
POINT (80.2685481 13.0445134),yes,bus_stop,Yellow Pages,stop_position,,,yes,,,,,80.2685481,13.0445134
POINT (80.2493803 13.0068437),yes,bus_stop,Gandhinagar,,காந்தி நகர்,yes,yes,,,,,80.2493803,13.006843699999996
POINT (80.2663311 13.0473146),yes,bus_stop,Ajanta,platform,,,,,,,,80.2663311,13.047314599999998
POINT (80.2549392 13.0565054),yes,bus_stop,Unknown,platform,,,,,,,,80.2549392,13.0565054
POINT (80.2199873 12.9909681),yes,bus_stop,Guru Nanak College,platform,,,,,,MTC,,80.2199873,12.990968099999998
POINT (80.1829783 12.9796394),yes,bus_stop,Vetrivel Theatre,platform,,,,,,,,80.1829783,12.979639399999998
POINT (80.2624567 12.9963185),yes,bus_stop,Vannanthurai,platform,,no,yes,,,,,80.2624567,12.9963185
POINT (80.2637555 13.0523172),yes,bus_stop,Royapettah High Road Police Station,platform,,,,,,,,80.2637555,13.052317199999996
POINT (80.2883666 13.0803743),,bus_stop,Secretariat,,,,,,,,,80.2883666,13.0803743
POINT (80.2576831 13.0520086),yes,bus_stop,Unknown,,,,,,,,,80.2576831,13.0520086
POINT (80.2705663 13.0672558),yes,bus_stop,Shanti Theatre,platform,,,,,,,,80.2705663,13.067255799999998
POINT (80.2564362 13.0565217),yes,bus_stop,Thousand Lights,platform,,,,,,,,80.2564362,13.0565217
POINT (80.2558808 12.9885068),yes,bus_stop,Jayanti,stop_position,ஜெயந்தி,,,,,,,80.2558808,12.988506799999994
POINT (80.255959 12.9883987),yes,bus_stop,Jayanti,stop_position,ஜெயந்தி,,,,,,,80.255959,12.9883987
POINT (80.2596367 12.9853009),yes,bus_stop,Marudeeswarar Temple,stop_position,,,,,,,,80.2596367,12.985300900000002
POINT (80.2597253 12.9858076),yes,bus_stop,Thiruvanmiyur ECR Moffusil Bus stop,stop_position,,,,,,,,80.2597253,12.9858076
POINT (80.255043 13.0677732),yes,bus_stop,Unknown,platform,,,,,,,,80.255043,13.067773199999996
POINT (80.2475374 13.0061894),yes,bus_stop,Madhya Kailash,platform,,no,no,,,MTC,,80.24753740000001,13.006189399999997
POINT (80.2416004 13.0065151),yes,bus_stop,IIT/CLRI,platform,,no,no,,,,,80.2416004,13.0065151
POINT (80.2385165 12.9865619),yes,bus_stop,Unknown,,,yes,yes,,,IIT-M,,80.2385165,12.986561899999998
POINT (80.229819 12.9885153),yes,bus_stop,Unknown,,,,,,,,,80.229819,12.9885153
POINT (80.2332146 12.9867147),yes,bus_stop,Taramani Guest House,platform,,yes,yes,,,,,80.2332146,12.986714699999997
POINT (80.2353872 12.9865599),yes,bus_stop,Unknown,,,yes,no,,,,,80.2353872,12.9865599
POINT (80.2683767 13.0439822),yes,bus_stop,Unknown,platform,,,yes,,,,,80.2683767,13.0439822
POINT (80.2632997 13.0448129),yes,bus_stop,New Woodlands Hotel,platform,,,,,,,,80.2632997,13.044812899999998
POINT (80.2678 12.9960126),yes,bus_stop,Spencers,platform,,yes,yes,,,,,80.2678,12.9960126
POINT (80.2592709 13.0110148),yes,bus_stop,Banyan Tree,platform,,,,,,,,80.2592709,13.0110148
POINT (80.2587288 13.0078478),yes,bus_stop,Malar Hospital,,,,,,,,,80.2587288,13.0078478
POINT (80.2588399 13.0386195),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2588399,13.0386195
POINT (80.2434529 13.0635006),yes,bus_stop,Sterling Road,platform,,,,,,,,80.2434529,13.0635006
POINT (80.256558 13.0462093),yes,bus_stop,Chola Sheraton,platform,,,,,,,,80.256558,13.0462093
POINT (80.2618805 13.0775116),yes,bus_stop,Egmore Station,platform,,,,,,,,80.2618805,13.0775116
POINT (80.2804835 13.049045),yes,bus_stop,Ice House stop,platform,,,,,,,,80.28048350000002,13.049044999999998
POINT (80.2687218 13.0665178),yes,bus_stop,LIC,platform,,,,,,,,80.2687218,13.066517799999996
POINT (80.2817387 13.0563899),yes,bus_stop,Kannagi Statue,platform,கண்ணகி சிலை,yes,yes,,,,,80.2817387,13.056389899999996
POINT (80.2820086 13.0567968),yes,bus_stop,Kannagi Statue,platform,கண்ணகி சிலை,yes,yes,,,,,80.2820086,13.0567968
POINT (80.2476713 13.0594652),yes,bus_stop,Unknown,platform,,,,,,,,80.2476713,13.0594652
POINT (80.2480638 13.0594687),yes,bus_stop,Taj Hotel,platform,,,,,,,,80.2480638,13.0594687
POINT (80.2699092 13.0207736),yes,bus_stop,MRC Nagar,,,,,MRC Nagar,,,,80.2699092,13.020773600000002
POINT (80.2487062 13.0470132),yes,bus_stop,DMS,platform,,yes,yes,,,,,80.2487062,13.0470132
POINT (80.1892332 13.0166571),yes,bus_stop,Nandambakkam,platform,நந்தம்பாக்கம்,yes,yes,,,,,80.1892332,13.0166571
POINT (80.2265266 13.013981),yes,bus_stop,Saidapet Court,platform,சைதாப்பேட்டை நீதிமன்றம்,yes,yes,,,,,80.2265266,13.013981
POINT (80.253857 13.0672505),yes,bus_stop,DPI,platform,,,,,,,,80.253857,13.0672505
POINT (80.1542326 13.0354754),yes,bus_stop,போரூர்,,,,,,,,,80.1542326,13.035475399999996
POINT (80.1551858 13.0349841),yes,bus_stop,Porur Flyover,,,,,,,,,80.1551858,13.0349841
POINT (80.1637329 13.0322785),yes,bus_stop,Unknown,platform,,,,,,,,80.1637329,13.0322785
POINT (80.1635994 13.0320596),yes,bus_stop,Unknown,platform,,,,,,,,80.1635994,13.0320596
POINT (80.168324 13.0294745),yes,bus_stop,Mugalivakkam,platform,,yes,yes,,,,,80.168324,13.029474499999996
POINT (80.1768338 13.0249393),yes,bus_stop,Moon lite,platform,,,,,Moon lite,,,80.17683380000001,13.024939299999998
POINT (80.1768125 13.0246916),yes,bus_stop,Moon lite,platform,,,,,Moon lite,,,80.17681250000001,13.0246916
POINT (80.3279081 13.2249322),yes,bus_stop,Thalankuppam,platform,,,,,,,,80.3279081,13.2249322
POINT (80.2984032 13.1587549),yes,bus_stop,Unknown,platform,,,,,,,,80.2984032,13.158754899999998
POINT (80.3021668 13.1592829),yes,bus_stop,Unknown,platform,,,,,,,,80.3021668,13.1592829
POINT (80.2516342 13.0513415),yes,bus_stop,Woodlands,platform,உட்லண்ட்ஸ்,,,,,,,80.2516342,13.051341499999998
POINT (80.2518854 13.0514752),yes,bus_stop,Woodlands,platform,உட்லண்ட்ஸ்,,,,,,,80.2518854,13.0514752
POINT (80.2547872 13.0799588),yes,bus_stop,Purasawalkam,platform,,,,,,,,80.2547872,13.0799588
POINT (80.238274 13.0303695),yes,bus_stop,Unknown,platform,,,,,,,,80.238274,13.0303695
POINT (80.2437738 13.0295543),yes,bus_stop,Unknown,platform,,yes,yes,,,,,80.2437738,13.029554299999996
POINT (80.2466823 13.0368739),yes,bus_stop,SIET,platform,,,,,,,,80.2466823,13.036873900000002
POINT (80.1936767 13.0441881),yes,bus_stop,KK Nagar West MTC Terminus,platform,,,,,,,,80.1936767,13.044188099999998
POINT (80.2854922 13.0852627),yes,bus_stop,Unknown,platform,,,,,,,,80.28549220000001,13.0852627
POINT (80.2852522 13.0875965),yes,bus_stop,Law College,platform,,,,,,,,80.2852522,13.087596499999997
POINT (80.2881787 13.0885188),yes,bus_stop,உயர் நீதிமன்றம்,platform,,,,High Court,,,,80.2881787,13.088518799999996
POINT (80.2119327 13.0470241),yes,bus_stop,Unknown,platform,,,,,,,,80.2119327,13.047024099999998
POINT (80.207122 13.0489528),yes,bus_stop,Unknown,,,,,,,,,80.207122,13.0489528
POINT (80.206537 12.9947061),yes,bus_stop,NGO Colony,platform,,,,,,,,80.206537,12.994706099999998
POINT (80.19718 13.0627931),,bus_stop,Chinmaya Nagar,platform,,,,,,,,80.19718,13.0627931
POINT (80.1972144 13.0631192),,bus_stop,Unknown,,,,,,,,,80.1972144,13.063119199999996
POINT (80.2006237 13.0692689),yes,bus_stop,Koyambedu Market,platform,,,,,,,,80.2006237,13.069268899999996
POINT (80.2049305 13.068119),yes,bus_stop,CMBT,platform,,,,,,MTC,,80.2049305,13.068119
POINT (80.2033552 12.9738315),yes,bus_stop,Puzhithivakkam,platform,,,,,,,,80.2033552,12.9738315
POINT (80.2041542 13.0574894),yes,bus_stop,Unknown,platform,,,,,,,,80.2041542,13.0574894
POINT (80.2540873 13.0480237),yes,bus_stop,Stella Maris,platform,,,,,,,,80.2540873,13.0480237
POINT (80.2670356 13.0368855),yes,bus_stop,Luz Corner,platform,லஸ்,,,Luz Corner,,,,80.2670356,13.0368855
POINT (80.264641 13.037429),yes,bus_stop,Unknown,platform,,,,,,,,80.264641,13.037429
POINT (80.2329094 13.0470929),yes,bus_stop,Unknown,platform,,,,,,,,80.2329094,13.047092900000004
POINT (80.2330399 13.0477362),yes,bus_stop,Unknown,platform,,,,,,,,80.2330399,13.0477362
POINT (80.2641778 13.0264512),yes,bus_stop,Mandaveli,platform,,yes,yes,Mandaveli,,,,80.2641778,13.0264512
POINT (80.2651734 13.0251384),yes,bus_stop,Unknown,,,,,,,,,80.2651734,13.0251384
POINT (80.2678513 13.0338433),yes,bus_stop,RK Mutt Road Mylapore Tank,platform,,yes,yes,Mylapore Tank,,,,80.2678513,13.0338433
POINT (80.2679245 13.0337179),yes,bus_stop,Mylapore Tank,platform,,yes,yes,,,,,80.2679245,13.0337179
POINT (80.2665843 13.0369967),yes,bus_stop,Luz Corner,platform,லஸ்,,,Luz Corner,,,,80.2665843,13.0369967
POINT (80.1923804 13.0490005),yes,bus_stop,Virugambakkam,platform,விருகம்பாக்கம்,,,,,,,80.19238040000002,13.0490005
POINT (80.2635513 13.0397952),yes,bus_stop,Vivekananda College,platform,,,,,,,,80.2635513,13.0397952
POINT (80.2704429 13.0352016),yes,bus_stop,Unknown,platform,,,,,,,,80.2704429,13.0352016
POINT (80.2641983 13.0546862),yes,bus_stop,Royapettah Hospital,platform,,,,,,,,80.2641983,13.0546862
POINT (80.26443 13.0546528),yes,bus_stop,Royapettah Hospital,platform,,,,,,,,80.26443,13.0546528
POINT (80.2821764 13.0643489),yes,bus_stop,Unknown,platform,,,,,,,,80.2821764,13.0643489
POINT (80.28373 13.0656532),yes,bus_stop,Unknown,platform,,,,,,,,80.28373,13.065653199999998
POINT (80.2820391 13.0645078),yes,bus_stop,Unknown,platform,,,,,,,,80.28203910000002,13.0645078
POINT (80.2837471 13.0645245),yes,bus_stop,Unknown,platform,,,,,,,,80.2837471,13.064524499999996
POINT (80.2420245 13.0700162),yes,bus_stop,Unknown,platform,,,,,,,,80.2420245,13.0700162
POINT (80.2421189 13.0704837),yes,bus_stop,Chetpet,platform,,,,,,,,80.2421189,13.0704837
POINT (80.2677619 13.0375277),yes,bus_stop,Luz Corner,platform,,,,Luz Corner,,,,80.2677619,13.0375277
POINT (80.2675965 13.0378454),yes,bus_stop,Unknown,platform,,,,,,,,80.2675965,13.037845400000002
POINT (80.2672903 13.0007984),yes,bus_stop,Unknown,platform,,,,,,,,80.2672903,13.0007984
POINT (80.2676685 12.9960874),yes,bus_stop,Besant Nagar,platform,,yes,yes,,,,,80.2676685,12.9960874
POINT (80.2661449 13.0293213),yes,bus_stop,Mandaveli Post Office,platform,,,,Mandaveli Post Office,,,,80.26614490000001,13.029321299999998
POINT (80.2638491 13.0288278),yes,bus_stop,Devanathan Street,platform,,,yes,Devanathan Street,,,,80.2638491,13.028827800000002
POINT (80.266243 13.027196),yes,bus_stop,Mandaveli,platform,,yes,,Mandaveli,,,,80.266243,13.027196
POINT (80.2651335 13.0248633),yes,bus_stop,Unknown,platform,,,,,,,,80.2651335,13.024863299999998
POINT (80.2586885 13.0414805),yes,bus_stop,Narada Gana Sabha,platform,நாரத கான சபா,,,,,,,80.25868850000002,13.0414805
POINT (80.259068 13.0417098),yes,bus_stop,Narada Gana Sabha,platform,நாரத கான சபா,,,,,,,80.259068,13.0417098
POINT (80.2561629 13.0374839),yes,bus_stop,ஆழ்வார் பேட்டை,platform,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2561629,13.037483899999998
POINT (80.2069875 12.9652457),yes,bus_stop,Ram Nagar,platform,ராம் நகர்,no,no,,,,,80.2069875,12.9652457
POINT (80.2039738 13.0545015),yes,bus_stop,Unknown,platform,,,,,,,,80.2039738,13.0545015
POINT (80.2042343 13.0544382),yes,bus_stop,Unknown,platform,,,,,,,,80.20423430000001,13.054438199999998
POINT (80.2013161 13.0546223),yes,bus_stop,Unknown,platform,,,,,,,,80.2013161,13.054622300000004
POINT (80.2455135 13.0394488),yes,bus_stop,Aalaiamman Koil,platform,,,,,,,,80.2455135,13.0394488
POINT (80.2463099 13.0065537),yes,bus_stop,Madya Kailash,platform,,yes,yes,,,,,80.2463099,13.0065537
POINT (80.194058 13.0573428),yes,bus_stop,Natesa Nagar,platform,,,,,,,,80.194058,13.057342800000002
POINT (80.1945516 13.0576459),yes,bus_stop,Natesa Nagar,platform,,,,,,,,80.19455160000001,13.0576459
POINT (80.1953348 13.0598825),yes,bus_stop,Sai Nagar,platform,,,,,,,,80.1953348,13.0598825
POINT (80.2148572 13.0498765),yes,bus_stop,Vadapalani Koil bus stop,platform,,,,,,,,80.2148572,13.0498765
POINT (80.1921188 13.0525853),yes,bus_stop,Elango Nagar,platform,இளங்கோ நகர் பேருந்து நிறுத்தம்,,,,,,,80.1921188,13.052585300000002
POINT (80.197845 13.0473925),yes,bus_stop,Avichi bus stop,platform,,,,,,,,80.197845,13.0473925
POINT (80.1781903 13.0419272),yes,bus_stop,Kesavardhini bus stop,,,,,,,,,80.1781903,13.041927199999998
POINT (80.2773605 13.0515688),yes,bus_stop,Unknown,platform,,,,,,,,80.2773605,13.051568799999998
POINT (80.239926 13.0977818),,bus_stop,Sayani,,,,,,,,,80.239926,13.097781800000002
POINT (80.2423446 13.1089416),yes,bus_stop,Unknown,platform,,,,,,,,80.2423446,13.1089416
POINT (80.1786556 13.0242582),yes,bus_stop,Larsen & Toubro,platform,,,,,,,,80.1786556,13.0242582
POINT (80.2394822 13.0463818),yes,bus_stop,Thirumalai Pillai Road,platform,,,,,,,,80.2394822,13.0463818
POINT (80.1851648 13.0442357),yes,bus_stop,Alwarthirunagar,platform,,yes,yes,,,,,80.1851648,13.044235699999998
POINT (80.2205217 13.0743151),yes,bus_stop,Ampa Skywalk,platform,,,,,,,,80.2205217,13.0743151
POINT (80.2479182 13.0531886),yes,bus_stop,Unknown,platform,,,,,,,,80.2479182,13.053188599999997
POINT (80.2161796 12.9022643),yes,bus_stop,டோல் கேட்,platform,,,,Toll Gate,,,,80.2161796,12.9022643
POINT (80.2730145 13.0812054),yes,bus_stop,Ripon Building,platform,ரிப்பன் கட்டிடம்,yes,yes,Ripon Building,,,,80.2730145,13.081205399999998
POINT (80.2714362 13.0750408),yes,bus_stop,Chintadripet,platform,சிந்தாதிரிப்பேட்டை,,,,,,,80.2714362,13.075040799999996
POINT (80.2459642 13.16683),yes,bus_stop,Mathur Gate,platform,,,,,,,,80.2459642,13.16683
POINT (80.2056611 12.9404138),yes,bus_stop,Narayanapuram,platform,,,no,,,,,80.2056611,12.940413799999998
POINT (80.1902132 13.0463902),yes,bus_stop,Virugambakkam,platform,விருகம்பாக்கம்,,,,,,,80.1902132,13.0463902
POINT (80.2534748 13.067506),yes,bus_stop,DPI,platform,டிபிஐ,,,,,,,80.2534748,13.067505999999998
POINT (80.2589582 13.0644904),yes,bus_stop,Ethiraj College,platform,எத்திராஜ் கல்லூரி,,,,,,,80.2589582,13.0644904
POINT (80.2588711 13.0643704),yes,bus_stop,Ethiraj College,platform,எத்திராஜ் கல்லூரி,,,,,,,80.2588711,13.064370399999998
POINT (80.211988 13.0488793),yes,bus_stop,Vadapalani Junction,platform,வடபழனி சந்திப்பு,,,,,,,80.211988,13.0488793
POINT (80.2098628 13.007729),yes,bus_stop,Guindy,platform,கிண்டி,no,no,,,,,80.2098628,13.007728999999998
POINT (80.1839234 13.0210492),yes,bus_stop,Rampuram MIOT Hospital,platform,,yes,yes,,,,,80.1839234,13.021049199999997
POINT (80.1838081 13.0208127),yes,bus_stop,MIOT Hospital,platform,,,,,,,,80.1838081,13.020812700000002
POINT (80.1799082 13.0317215),yes,bus_stop,SRM College Bus Stop,platform,,,,,,,,80.1799082,13.0317215
POINT (80.1839637 13.0314288),yes,bus_stop,Arasamaram Bus Stop,,,,,,,,,80.1839637,13.0314288
POINT (80.1836954 13.0289829),yes,bus_stop,Rayala Nagar Bus Stop,,,,,,,,,80.1836954,13.0289829
POINT (80.1817554 13.0312474),yes,bus_stop,St. Johns School Bus stop,platform,,,,,,,,80.1817554,13.0312474
POINT (80.1969563 13.0393621),yes,bus_stop,Ayyapan Koil,platform,,,,,,,,80.19695630000001,13.039362099999998
POINT (80.1967337 13.0414839),yes,bus_stop,Amman Koil,platform,,,,,,,,80.1967337,13.041483899999998
POINT (80.1992208 13.0388666),yes,bus_stop,PSBB,platform,,,no,,,,,80.1992208,13.038866600000002
POINT (80.199263 13.041139),yes,bus_stop,PSBB School,platform,,,,,,,,80.199263,13.041138999999996
POINT (80.1932226 13.0417139),yes,bus_stop,Pondicherry Guest house,platform,,,,,,,,80.1932226,13.041713899999998
POINT (80.1926862 13.0381601),yes,bus_stop,Nesapakkam,platform,,,,,,,,80.1926862,13.0381601
POINT (80.1964198 13.0373344),yes,bus_stop,Ajantha,platform,,,,,,,,80.1964198,13.0373344
POINT (80.2017334 13.0364268),yes,bus_stop,MGR Nagar,platform,,,,,,,,80.2017334,13.0364268
POINT (80.2050136 13.0407523),yes,bus_stop,Pilliayar Koil,platform,,,,,,,,80.2050136,13.040752299999996
POINT (80.2053891 13.0411599),yes,bus_stop,Sivan Park,platform,,,,,,,,80.2053891,13.0411599
POINT (80.2122049 13.0316543),yes,bus_stop,Ashok Pillar (Towards K.K Nagar & Porur),platform,,,,,,,,80.2122049,13.031654299999998
POINT (80.2119909 13.032555),yes,bus_stop,Ashok Pillar,platform,அசோக் பில்லர்,,,,,,,80.2119909,13.032555
POINT (80.2119045 13.0350618),yes,bus_stop,Ashok Pillar,platform,,,,,,,,80.2119045,13.0350618
POINT (80.2082567 13.0351977),yes,bus_stop,ESIC,platform,,,,,,,,80.2082567,13.0351977
POINT (80.1467353 13.0229376),yes,bus_stop,Madanandhapuram,,,,,,,,,80.1467353,13.0229376
POINT (80.254263 13.0272893),yes,bus_stop,R.A. Puram,platform,,,,,,,,80.254263,13.027289299999996
POINT (80.2757841 13.0867314),yes,bus_stop,Chataram Bus Stop,platform,,,,,,,,80.2757841,13.086731399999998
POINT (80.1998698 13.1210128),yes,bus_stop,Unknown,platform,,,,,,,,80.1998698,13.1210128
POINT (80.2490952 12.9966477),yes,bus_stop,Women's polytechnic,platform,,yes,yes,,,MTC,,80.2490952,12.996647699999995
POINT (80.2489226 12.9981822),yes,bus_stop,Women's polytechnic,platform,,no,yes,,,,,80.24892260000001,12.9981822
POINT (80.2508691 12.9893849),yes,bus_stop,Tidel park,platform,டைடல் பார்க்,,,,,MTC,,80.2508691,12.9893849
POINT (80.2506682 12.9911334),yes,bus_stop,Tidel Park,platform,டைடல் பார்க்,yes,yes,,,MTC,,80.2506682,12.9911334
POINT (80.2474452 13.0034788),yes,bus_stop,VHS Hospital,platform,,yes,yes,,,,,80.2474452,13.003478799999998
POINT (80.2647294 13.0571946),yes,bus_stop,Woodlands Theatre,platform,,,,,,,,80.2647294,13.0571946
POINT (80.2649869 13.057111),yes,bus_stop,Woodlands Theatre / Wesley school,platform,,,,,,,,80.2649869,13.057111
POINT (80.2657999 13.0642263),yes,bus_stop,L.I.C,platform,,,,,,,,80.2657999,13.0642263
POINT (80.261006 13.0475472),yes,bus_stop,Music Academy,platform,மியூசிக் அகாடமி,,,,,,,80.261006,13.047547200000002
POINT (80.2625181 13.0508912),yes,bus_stop,Gowdia Mutt Road,platform,,,,,,,,80.2625181,13.0508912
POINT (80.2639569 13.0521591),yes,bus_stop,Royapettah High Road Police Station,platform,,,,,,,,80.2639569,13.0521591
POINT (80.202201 12.9284375),yes,bus_stop,Oil Mill,platform,,,no,,Oil Mill,Government of Tamil Nadu,,80.202201,12.928437499999998
POINT (80.2626599 13.0202075),yes,bus_stop,Narayanasamy Thottam,,நாராயணசாமி தோட்டம்,,,Narayanasamy Thottam,,,,80.2626599,13.020207499999996
POINT (80.2564812 12.9639187),yes,bus_stop,Arsasi Mandi,platform,,,,,,,,80.2564812,12.9639187
POINT (80.2478057 12.9665741),yes,bus_stop,Kandanchavadi,platform,,,,,,,,80.2478057,12.966574100000004
POINT (80.2482764 12.9669208),yes,bus_stop,Kandanchavadi,platform,,,,,,,,80.24827640000001,12.966920800000002
POINT (80.2577701 12.969085),yes,bus_stop,Kottivakkam,platform,கொட்டிவாக்கம்,,,,,,,80.2577701,12.969084999999998
POINT (80.2576146 12.9694054),yes,bus_stop,Kottivakkam,platform,கொட்டிவாக்கம்,,,,,,,80.2576146,12.969405399999998
POINT (80.2525895 12.979143),yes,bus_stop,SRP Tools,platform,எஸ்ஆர்பி டூல்ஸ்,,,,,,,80.2525895,12.979143
